A1CF	SYNCRIP	14.285189
A2M	ANXA6	44.091611
A2M	ANXA7	73.573488
A2M	ATF7IP	8.157485
A2M	C11orf58	37.683080
A2M	CDK2AP2	36.268532
A2M	CDKN1A	31.207031
A2M	CTSB	42.725977
A2M	CTSE	12.671290
A2M	FGF2	24.099662
A2M	H2AFX	7.857901
A2M	HMOX2	45.647363
A2M	KLK3	17.730673
A2M	LRP1	56.666490
A2M	MYOC	31.479131
A2M	NUDT21	53.369912
A2M	PAEP	9.408948
A2M	PDGFB	5.327278
A2M	PROC	12.469745
A2M	RAP1B	10.548258
A2M	RPP14	7.693886
A2M	SEPT8	52.543835
A2M	SMN1	9.436781
A2M	TGFB2	15.737869
A2M	TGFBI	27.945614
A2M	TGIF1	14.500585
A2M	TK1	35.680386
A2M	TNF	11.043210
A2M	TNFRSF14	22.636488
A2M	TSC22D1	20.191614
A2M	TTR	14.005711
A4GALT	HEXA	0.983477
A4GALT	HEXB	4.501764
AACS	ACAT1	4.857200
AACS	ACAT2	0.599482
AACS	EHHADH	0.744462
AACS	HADH	5.157903
AACS	HMGCL	3.523164
AACS	HMGCLL1	0.851209
AACS	HMGCS1	3.448314
AACS	HMGCS2	22.403547
AADAT	OGDH	2.950703
AADAT	OGDHL	1.022217
AAGAB	EIF3C	1.526198
AAK1	AP1M1	2.200618
AAK1	AP2M1	4.406493
AAK1	CDK5R1	0.563517
AAK1	NUMB	4.130573
AAMP	GABARAPL2	18.123055
AAMP	MAP1LC3B	14.862303
AASDHPPT	COASY	8.630742
AASDHPPT	MDFI	0.600873
AASS	ALDH7A1	1.214312
AATF	BAK1	0.416312
AATF	BAX	1.164601
AATF	BBC3	0.457870
AATF	CDKN1A	1.987470
AATF	TP53	2.344981
AATK	CDK5R1	0.276771
ABAT	CARNS1	1.650392
ABAT	CNDP2	9.061745
ABAT	GAD1	0.380963
ABAT	HIBADH	0.705285
ABCA1	FADD	0.722874
ABCA1	LMO7	1.553959
ABCA1	MPP6	1.044544
ABCA1	PDLIM4	0.620392
ABCA1	RAPGEF6	1.370617
ABCA1	TIAM1	1.920477
ABCB1	HAX1	65.150550
ABCC2	NFKB1	11.185776
ABCC2	RDX	4.261177
ABCC2	SLC9A3R1	6.642458
ABCC8	CACNA1A	2.118427
ABCC8	CACNA1B	2.307153
ABCC8	CACNA1C	3.032808
ABCC8	CACNA1D	1.195288
ABCC8	CACNA1E	1.659787
ABCC8	KCNJ11	1.515097
ABCC9	LDHA	4.000546
ABCC9	STX1A	0.660730
ABCF3	HIRIP3	0.776519
ABCF3	TBPL1	0.759158
ABHD14A-ACY1	ARG2	1.979884
ABHD14A-ACY1	OTC	2.757405
